subscriber_id,tenure_months,plan_tier,billing_cycle,country,payment_method,auto_renew,multi_profile,engagement_cohort,watch_hours_last_7d,watch_hours_last_30d,watch_hours_last_90d,distinct_titles_7d,distinct_titles_30d,distinct_titles_90d,days_since_last_login,logins_last_30d,support_tickets_7d,support_tickets_30d,support_tickets_90d,payment_failures_30d,payment_failures_90d,payment_failures_180d,days_since_plan_change,promo_active,days_until_promo_expires,monthly_revenue,churned_next_30d
2000053,6,Standard,monthly,Other,gift_card,False,True,regular,2.68,10.6,29.9,1,5,26,29,5,0,0,0,0,0,0,-1,True,36,14.0,0
2000054,1,Standard,monthly,UK,paypal,True,False,regular,2.23,12.5,45.4,2,10,30,3,21,0,0,1,0,0,0,-1,False,-1,14.0,0
2000055,2,Standard,monthly,US,credit_card,True,False,regular,9.86,25.9,55.0,5,18,36,0,14,0,0,0,0,0,0,-1,False,-1,14.0,0
2000056,60,Standard,annual,UK,gift_card,True,False,heavy,31.19,103.8,261.1,23,72,180,3,15,0,0,0,1,1,1,83,False,-1,14.0,0
2000057,28,Standard,monthly,US,credit_card,True,False,regular,3.49,9.8,21.9,2,7,16,0,17,0,0,0,0,0,0,-1,False,-1,14.0,0
2000058,13,Basic,annual,Other,credit_card,True,False,casual,0.05,0.3,0.9,0,0,1,3,1,0,0,0,0,0,0,169,True,68,9.0,0
2000059,4,Basic,annual,CA,credit_card,True,False,casual,1.6,5.2,12.9,2,6,13,1,5,0,0,0,0,0,0,-1,True,40,9.0,0
2000060,4,Standard,monthly,US,gift_card,True,False,heavy,2.24,10.3,32.3,2,7,22,0,26,0,1,2,0,0,0,-1,False,-1,14.0,0
2000061,22,Standard,annual,US,gift_card,True,True,regular,6.83,25.6,70.0,5,14,47,3,16,0,0,0,0,0,2,-1,False,-1,14.0,0
2000062,0,Standard,monthly,US,gift_card,False,True,heavy,7.28,28.3,79.3,5,20,53,2,28,0,0,0,0,1,2,21,False,-1,14.0,0
2000063,0,Standard,monthly,US,paypal,False,False,casual,1.5,5.3,13.9,0,5,11,0,3,0,0,1,0,0,0,85,False,-1,14.0,1
2000064,0,Standard,monthly,US,paypal,True,False,regular,3.55,14.1,40.4,3,10,28,26,4,0,0,0,0,0,0,-1,True,76,14.0,0
2000065,16,Standard,annual,US,paypal,True,False,regular,1.61,7.7,24.8,1,5,15,2,16,1,1,1,0,0,0,-1,False,-1,14.0,0
2000066,0,Standard,annual,CA,credit_card,True,False,regular,11.79,48.7,142.5,7,35,100,0,12,0,0,0,0,0,0,51,True,29,14.0,0
2000067,13,Basic,monthly,US,credit_card,True,True,regular,13.97,40.7,93.4,9,31,63,0,22,0,0,0,0,0,0,-1,False,-1,9.0,0
2000068,3,Basic,monthly,US,paypal,True,True,casual,0.9,3.1,8.1,1,1,3,3,5,0,0,1,0,0,0,-1,False,-1,9.0,0
2000069,9,Standard,monthly,US,credit_card,True,True,regular,7.69,33.2,99.9,6,24,67,9,22,0,0,2,0,0,0,-1,False,-1,14.0,1
2000070,14,Basic,monthly,US,credit_card,True,False,regular,1.67,10.8,43.3,1,7,29,4,12,0,0,0,0,0,0,-1,False,-1,9.0,0
2000071,16,Standard,monthly,UK,credit_card,True,False,regular,2.48,10.9,33.3,1,8,21,4,11,0,0,0,0,1,1,338,True,71,14.0,0
2000072,9,Premium,monthly,UK,credit_card,True,True,regular,1.95,7.9,22.6,0,6,16,9,13,0,0,1,0,0,0,-1,True,89,19.0,0
2000073,39,Basic,monthly,US,gift_card,True,False,regular,2.91,17.2,64.5,1,14,45,19,6,0,0,0,0,0,0,-1,False,-1,9.0,0
2000074,5,Basic,annual,US,paypal,True,True,regular,3.82,23.7,92.0,4,17,62,16,7,0,0,0,0,0,0,-1,False,-1,9.0,0
2000075,6,Basic,monthly,Other,credit_card,False,True,regular,3.94,13.8,36.2,2,8,23,1,16,0,0,0,0,0,0,-1,False,-1,9.0,0
2000076,0,Basic,monthly,US,paypal,True,False,regular,3.02,9.8,24.2,2,4,15,1,20,0,0,0,0,0,0,-1,False,-1,9.0,0
2000077,11,Standard,annual,US,credit_card,True,True,regular,3.5,17.0,55.4,2,12,39,0,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2000078,15,Standard,annual,US,credit_card,True,False,regular,1.45,5.8,16.5,3,7,13,1,11,1,1,1,0,0,0,39,False,-1,14.0,0
2000079,10,Standard,annual,US,credit_card,True,False,regular,9.92,33.1,83.4,7,24,63,0,14,0,0,0,0,0,1,-1,False,-1,14.0,1
2000080,21,Standard,monthly,CA,credit_card,True,False,heavy,14.59,46.2,112.0,9,33,78,20,7,0,0,0,0,0,0,78,False,-1,14.0,0
2000081,21,Standard,annual,CA,credit_card,True,False,casual,0.23,0.9,2.4,0,0,0,2,4,0,0,0,0,0,0,-1,False,-1,14.0,0
2000082,10,Premium,monthly,US,credit_card,True,True,regular,1.2,6.9,25.3,1,6,20,4,13,0,0,0,0,0,0,-1,False,-1,19.0,0
2000083,9,Basic,monthly,US,paypal,True,False,casual,1.23,5.7,18.3,2,5,13,14,3,0,0,0,1,1,1,-1,False,-1,9.0,0
2000084,7,Basic,monthly,UK,credit_card,True,False,regular,6.19,22.3,59.1,5,14,38,3,16,0,0,0,0,0,0,-1,False,-1,9.0,0
2000085,2,Basic,monthly,US,credit_card,True,True,regular,0.53,2.6,8.8,0,2,7,12,14,0,0,0,0,1,1,-1,False,-1,9.0,0
2000086,30,Standard,annual,Other,credit_card,True,False,casual,0.2,0.8,2.2,1,0,0,1,3,0,0,0,0,0,0,-1,False,-1,14.0,0
2000087,21,Standard,annual,US,credit_card,True,False,regular,6.7,26.5,75.3,7,19,54,2,12,0,0,0,0,0,0,-1,True,53,14.0,0
2000088,16,Basic,annual,Other,paypal,False,True,heavy,9.07,41.6,131.1,7,31,94,19,8,0,0,0,0,0,0,-1,True,66,9.0,0
2000089,44,Standard,annual,US,paypal,True,True,regular,3.14,20.3,81.2,1,16,61,0,15,0,0,0,0,1,1,-1,False,-1,14.0,0
2000090,10,Basic,monthly,UK,credit_card,True,False,regular,4.4,16.8,46.4,4,10,34,2,17,0,0,1,0,0,0,-1,False,-1,9.0,0
2000091,2,Standard,annual,US,credit_card,True,True,casual,1.07,3.6,9.3,1,3,4,0,2,0,0,1,0,0,0,-1,True,81,14.0,0
2000092,40,Standard,annual,Other,paypal,True,True,regular,4.33,15.4,40.5,3,10,28,5,20,0,0,0,0,0,0,-1,False,-1,14.0,0
2000093,22,Basic,monthly,UK,paypal,True,False,regular,9.21,24.1,51.0,8,14,37,1,19,0,0,0,0,0,0,-1,False,-1,9.0,0
2000094,7,Basic,annual,CA,paypal,True,False,casual,0.85,2.3,5.0,0,1,6,1,2,0,0,0,0,0,0,40,False,-1,9.0,0
2000095,1,Standard,monthly,US,gift_card,False,False,regular,0.92,7.7,37.1,2,7,25,2,22,0,0,0,0,0,0,-1,False,-1,14.0,0
2000096,60,Basic,annual,US,paypal,True,True,regular,19.15,59.3,141.7,14,40,95,3,12,0,0,0,0,1,1,-1,False,-1,9.0,0
2000097,4,Basic,monthly,UK,paypal,True,False,casual,0.17,1.5,7.2,1,2,0,0,3,0,0,1,0,0,0,-1,False,-1,9.0,0
2000098,4,Basic,monthly,US,paypal,True,True,regular,0.28,2.0,8.5,0,3,8,12,5,1,1,1,0,0,0,-1,False,-1,9.0,0
2000099,12,Premium,monthly,CA,paypal,True,False,regular,4.63,16.6,44.1,1,12,31,4,15,0,0,1,0,0,0,-1,False,-1,19.0,0
2000100,13,Premium,monthly,US,paypal,True,True,regular,4.55,15.9,41.3,4,10,30,6,13,0,0,0,0,0,0,-1,False,-1,19.0,0
2000101,11,Standard,annual,UK,gift_card,True,False,regular,3.91,17.1,52.2,1,13,34,9,10,0,0,0,1,1,1,-1,False,-1,14.0,0
2000102,4,Basic,monthly,US,credit_card,True,False,regular,2.1,11.9,43.5,2,11,30,2,14,0,0,0,0,0,0,-1,False,-1,9.0,0
2000103,0,Premium,annual,CA,credit_card,True,True,casual,0.92,4.0,12.1,1,2,6,18,2,0,0,0,0,0,0,-1,False,-1,19.0,0
2000104,7,Standard,annual,US,gift_card,True,True,heavy,22.4,91.7,266.6,16,63,184,9,18,0,0,0,0,0,0,-1,False,-1,14.0,0
2000105,0,Standard,monthly,UK,gift_card,True,False,regular,0.82,5.3,21.0,2,3,13,33,5,0,0,0,0,0,0,-1,False,-1,14.0,1
2000106,27,Standard,monthly,Other,paypal,True,False,regular,0.52,2.3,7.2,0,1,4,4,17,0,0,0,0,0,0,-1,False,-1,14.0,0
2000107,18,Basic,annual,US,credit_card,True,False,heavy,12.11,43.1,113.5,10,28,79,25,10,0,0,0,0,0,0,32,False,-1,9.0,0
2000108,0,Basic,monthly,Other,credit_card,False,False,casual,0.06,0.2,0.8,1,0,1,2,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2000109,4,Premium,annual,Other,credit_card,True,True,heavy,10.97,35.8,88.8,9,26,67,2,21,0,0,0,0,0,0,-1,False,-1,19.0,0
2000110,13,Standard,monthly,US,credit_card,True,True,casual,1.43,7.6,26.2,0,7,17,24,2,0,0,0,0,0,0,-1,False,-1,14.0,0
2000111,18,Basic,monthly,US,credit_card,True,True,regular,4.46,9.6,17.8,1,5,13,3,17,0,0,0,0,0,0,-1,False,-1,9.0,0
2000112,5,Basic,annual,AU,credit_card,True,False,regular,1.64,6.3,17.6,3,5,11,0,23,0,0,0,0,0,0,-1,False,-1,9.0,0
2000113,0,Standard,monthly,Other,credit_card,True,False,regular,2.38,10.8,33.7,0,8,26,2,19,0,0,0,0,0,0,-1,True,70,14.0,0
2000114,5,Basic,monthly,US,credit_card,True,False,regular,1.96,14.2,61.1,1,8,45,0,19,0,0,0,0,0,1,12,False,-1,9.0,0
2000115,6,Premium,monthly,Other,gift_card,True,True,regular,4.86,22.4,70.7,3,16,47,3,9,0,0,0,0,0,1,-1,False,-1,19.0,0
2000116,5,Standard,monthly,US,credit_card,True,False,regular,7.45,36.3,119.3,6,27,82,5,15,0,0,0,0,0,0,-1,False,-1,14.0,0
2000117,2,Standard,monthly,US,credit_card,True,False,casual,0.4,1.4,3.6,0,2,3,3,3,0,0,0,0,0,0,-1,False,-1,14.0,0
2000118,9,Standard,monthly,Other,credit_card,False,False,casual,0.56,3.6,14.3,0,5,13,0,7,0,0,0,0,1,1,-1,False,-1,14.0,0
2000119,35,Standard,monthly,US,credit_card,False,False,casual,0.21,0.9,2.5,0,2,4,1,6,0,0,0,0,0,0,-1,False,-1,14.0,0
2000120,25,Standard,monthly,AU,credit_card,True,True,heavy,25.19,50.1,87.9,17,35,61,4,24,0,0,0,0,0,0,-1,False,-1,14.0,0
2000121,10,Standard,monthly,US,credit_card,True,False,regular,9.22,24.5,52.7,6,17,39,1,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2000122,1,Basic,monthly,US,credit_card,False,True,regular,6.44,22.0,56.3,5,16,40,22,18,0,0,0,0,0,0,-1,False,-1,9.0,0
2000123,4,Standard,monthly,Other,credit_card,False,False,regular,1.56,9.0,33.3,1,9,22,5,21,0,0,0,0,0,0,40,False,-1,14.0,0
2000124,8,Basic,monthly,US,credit_card,False,False,regular,11.66,43.0,116.3,8,29,81,1,9,0,0,0,0,0,0,-1,False,-1,9.0,0
2000125,19,Standard,monthly,CA,credit_card,True,True,regular,4.2,10.9,23.1,3,8,17,0,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2000126,8,Basic,monthly,Other,paypal,True,False,regular,1.79,7.1,20.2,1,4,14,14,4,0,0,0,0,0,0,-1,False,-1,9.0,1
2000127,16,Basic,monthly,AU,paypal,True,False,regular,1.81,7.1,20.1,2,7,12,11,13,0,0,0,0,0,0,37,False,-1,9.0,0
2000128,5,Basic,monthly,Other,credit_card,True,False,heavy,11.16,36.3,89.7,8,26,61,4,32,0,0,0,0,0,0,-1,False,-1,9.0,0
2000129,0,Standard,monthly,Other,credit_card,False,True,casual,4.09,13.4,33.5,3,7,25,2,4,0,0,0,0,0,0,-1,False,-1,14.0,0
2000130,20,Basic,monthly,US,credit_card,True,True,casual,0.31,1.4,4.1,0,2,1,28,2,0,0,0,0,0,0,-1,False,-1,9.0,0
2000131,9,Premium,monthly,UK,credit_card,True,True,regular,1.45,7.5,25.5,1,4,16,8,13,0,0,1,0,0,0,-1,False,-1,19.0,0
2000132,7,Standard,annual,US,credit_card,True,True,heavy,10.32,37.6,100.8,8,25,74,7,34,0,0,0,0,0,0,-1,False,-1,14.0,0
2000133,8,Basic,annual,CA,credit_card,True,True,regular,3.2,11.4,30.3,2,10,19,14,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2000134,9,Standard,monthly,CA,credit_card,True,False,regular,1.24,6.5,22.4,2,5,14,2,8,0,0,0,0,0,0,-1,False,-1,14.0,0
2000135,8,Basic,monthly,US,credit_card,True,False,regular,10.97,28.4,59.7,8,22,41,2,16,0,0,0,0,0,0,-1,False,-1,9.0,0
2000136,6,Premium,monthly,AU,paypal,True,False,heavy,6.26,30.6,100.8,4,22,71,20,14,0,0,0,0,0,1,338,False,-1,19.0,0
2000137,0,Standard,monthly,US,gift_card,True,False,regular,1.68,11.4,46.9,2,9,36,0,9,0,0,1,0,0,0,-1,False,-1,14.0,0
2000138,17,Standard,annual,CA,paypal,True,True,regular,1.9,7.0,18.8,2,6,12,3,19,0,0,0,0,0,0,-1,False,-1,14.0,0
2000139,0,Basic,monthly,US,credit_card,True,False,regular,5.76,26.9,85.4,4,16,60,0,12,0,0,0,0,0,0,56,False,-1,9.0,0
2000140,12,Standard,annual,US,paypal,True,True,regular,8.17,25.8,62.4,7,18,44,0,10,0,0,0,0,0,0,-1,False,-1,14.0,0
2000141,7,Standard,monthly,CA,credit_card,True,True,heavy,8.49,36.3,108.9,6,25,74,2,25,0,1,1,0,0,0,-1,False,-1,14.0,0
2000142,0,Premium,annual,UK,paypal,True,True,regular,4.87,24.2,80.7,3,16,55,7,15,0,0,1,0,0,0,-1,False,-1,19.0,0
2000143,13,Standard,monthly,Other,credit_card,False,False,regular,0.26,0.7,1.7,1,0,0,1,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2000144,7,Standard,annual,AU,credit_card,True,True,casual,0.62,2.9,9.2,0,1,6,10,1,0,0,0,0,0,0,-1,True,43,14.0,0
2000145,33,Basic,annual,Other,credit_card,True,True,regular,1.6,8.3,28.5,2,7,20,12,6,0,0,0,0,0,0,-1,False,-1,9.0,0
2000146,0,Basic,monthly,AU,paypal,False,True,regular,4.73,20.3,61.2,3,15,45,0,15,0,0,0,0,0,0,-1,False,-1,9.0,0
2000147,9,Standard,monthly,Other,gift_card,True,True,casual,0.46,2.1,6.6,1,2,5,0,4,0,0,1,0,0,1,-1,False,-1,14.0,1
2000148,10,Standard,monthly,US,gift_card,True,True,regular,0.81,4.5,16.5,1,3,13,3,21,0,1,1,0,0,0,-1,False,-1,14.0,0
2000149,1,Basic,monthly,UK,paypal,True,True,regular,9.43,43.1,135.5,9,33,91,0,14,0,0,0,0,0,0,-1,False,-1,9.0,0
2000150,2,Premium,monthly,US,credit_card,False,True,regular,17.33,49.8,112.8,12,37,81,2,15,0,0,0,0,0,0,-1,False,-1,19.0,0
2000151,16,Premium,monthly,US,paypal,True,False,heavy,3.78,17.2,54.0,2,11,39,3,23,0,0,0,0,0,0,-1,False,-1,19.0,0
2000152,8,Basic,monthly,Other,credit_card,True,False,casual,0.59,2.3,6.4,0,5,8,7,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2000153,10,Standard,monthly,CA,credit_card,True,True,regular,5.07,13.9,30.6,2,9,21,1,11,0,0,0,0,0,0,-1,False,-1,14.0,0
2000154,0,Basic,annual,UK,credit_card,True,False,regular,2.71,15.7,58.0,4,10,39,23,11,0,0,1,0,0,0,-1,False,-1,9.0,0
2000155,16,Standard,monthly,CA,paypal,True,False,regular,4.95,22.0,67.8,3,17,51,7,16,0,0,1,0,0,0,-1,False,-1,14.0,0
2000156,0,Basic,annual,US,credit_card,True,True,casual,0.12,0.5,1.3,0,0,1,4,9,0,0,0,0,0,0,-1,False,-1,9.0,0
2000157,18,Standard,annual,Other,paypal,True,False,regular,2.99,11.2,30.7,2,8,24,16,4,0,1,1,0,0,0,-1,False,-1,14.0,0
2000158,6,Standard,annual,US,gift_card,True,True,regular,4.14,12.5,29.2,4,11,18,2,10,0,0,0,0,1,1,-1,False,-1,14.0,0
2000159,16,Standard,monthly,US,paypal,True,True,regular,3.36,13.0,36.3,1,8,23,8,12,0,0,0,0,0,0,-1,False,-1,14.0,0
2000160,6,Basic,annual,US,credit_card,False,False,heavy,21.35,86.1,247.4,16,58,171,3,30,0,0,0,0,0,0,-1,True,79,9.0,0
2000161,4,Premium,monthly,Other,paypal,False,False,casual,1.11,4.8,14.6,0,4,10,29,2,0,0,1,0,0,0,-1,False,-1,19.0,0
2000162,27,Basic,monthly,US,credit_card,True,True,regular,9.87,35.6,94.6,6,20,67,1,12,0,0,0,0,0,0,-1,False,-1,9.0,0
2000163,0,Basic,monthly,UK,credit_card,True,False,regular,2.84,13.5,43.6,4,9,29,9,12,0,0,2,0,0,0,39,False,-1,9.0,0
2000164,18,Standard,monthly,US,credit_card,True,True,regular,2.04,9.7,31.3,2,5,20,0,9,0,1,1,0,0,0,-1,False,-1,14.0,0
2000165,1,Basic,monthly,US,credit_card,True,False,casual,2.91,13.5,42.7,3,9,29,8,1,0,0,0,0,0,0,-1,False,-1,9.0,0
2000166,15,Premium,monthly,US,credit_card,True,True,casual,0.85,4.0,12.6,0,1,8,1,6,0,0,2,0,0,0,-1,False,-1,19.0,0
2000167,9,Premium,monthly,US,paypal,True,False,heavy,2.81,18.3,73.3,3,14,52,3,38,0,0,0,0,0,0,-1,False,-1,19.0,0
2000168,3,Basic,monthly,UK,credit_card,True,False,regular,4.25,18.9,58.3,3,11,40,12,23,0,0,0,0,0,1,44,False,-1,9.0,0
2000169,6,Premium,annual,US,paypal,True,False,regular,1.56,6.6,19.6,0,5,16,0,17,0,0,0,0,0,0,52,False,-1,19.0,0
2000170,14,Basic,monthly,US,credit_card,True,False,regular,2.01,5.6,12.4,2,5,10,1,12,0,0,0,0,0,0,-1,False,-1,9.0,0
2000171,7,Standard,monthly,US,gift_card,True,False,regular,20.36,36.9,60.7,15,26,44,0,16,0,0,0,0,0,0,41,False,-1,14.0,0
2000172,2,Basic,monthly,UK,credit_card,True,True,regular,1.09,5.7,19.8,2,4,11,32,8,0,0,0,0,0,0,233,False,-1,9.0,1
2000173,11,Premium,annual,Other,credit_card,True,False,casual,0.05,0.4,1.6,0,0,0,4,5,0,0,0,0,0,0,-1,False,-1,19.0,0
2000174,5,Basic,monthly,US,credit_card,False,True,regular,2.22,11.4,38.6,2,8,31,11,15,0,1,1,0,0,1,-1,False,-1,9.0,0
2000175,20,Basic,annual,US,credit_card,True,True,casual,0.8,2.5,6.2,1,0,2,4,3,0,0,0,0,0,0,-1,False,-1,9.0,0
2000176,12,Standard,monthly,US,credit_card,True,True,regular,2.7,12.7,40.6,0,9,26,4,20,0,1,1,0,0,0,-1,False,-1,14.0,0
2000177,0,Premium,monthly,Other,paypal,True,False,regular,1.4,7.8,27.9,1,4,20,1,25,0,1,1,0,0,0,-1,False,-1,19.0,0
